year,scenarios,data,value,origin
1961,Historical,pop,10445836,ISIMIP
1962,Historical,pop,10643420,ISIMIP
1963,Historical,pop,10845179,ISIMIP
1964,Historical,pop,11065419,ISIMIP
1965,Historical,pop,11313186,ISIMIP
1966,Historical,pop,11593402,ISIMIP
1967,Historical,pop,11899644,ISIMIP
1968,Historical,pop,12215704,ISIMIP
1969,Historical,pop,12518931,ISIMIP
1970,Historical,pop,12793030,ISIMIP
1971,Historical,pop,13033130,ISIMIP
1972,Historical,pop,13244163,ISIMIP
1973,Historical,pop,13431790,ISIMIP
1974,Historical,pop,13605574,ISIMIP
1975,Historical,pop,13773290,ISIMIP
1976,Historical,pop,13935722,ISIMIP
1977,Historical,pop,14092545,ISIMIP
1978,Historical,pop,14249403,ISIMIP
1979,Historical,pop,14413002,ISIMIP
1980,Historical,pop,14588400,ISIMIP
1981,Historical,pop,14777241,ISIMIP
1982,Historical,pop,14979203,ISIMIP
1983,Historical,pop,15194644,ISIMIP
1984,Historical,pop,15423156,ISIMIP
1985,Historical,pop,15663672,ISIMIP
1986,Historical,pop,15917580,ISIMIP
1987,Historical,pop,16183159,ISIMIP
1988,Historical,pop,16452258,ISIMIP
1989,Historical,pop,16713989,ISIMIP
1990,Historical,pop,16960600,ISIMIP
1991,Historical,pop,17189235,ISIMIP
1992,Historical,pop,17402179,ISIMIP
1993,Historical,pop,17603211,ISIMIP
1994,Historical,pop,17798526,ISIMIP
1995,Historical,pop,17993083,ISIMIP
1996,Historical,pop,18189274,ISIMIP
1997,Historical,pop,18387205,ISIMIP
1998,Historical,pop,18587027,ISIMIP
1999,Historical,pop,18788187,ISIMIP
2000,Historical,pop,18991434,ISIMIP
2001,Historical,pop,19194676,ISIMIP
2002,Historical,pop,19401366,ISIMIP
2003,Historical,pop,19624163,ISIMIP
2004,Historical,pop,19879654,ISIMIP
2005,Historical,pop,20178543,ISIMIP
2006,Historical,pop,20526300,ISIMIP
2007,Historical,pop,20916339,ISIMIP
2008,Historical,pop,21332293,ISIMIP
2009,Historical,pop,21750852,ISIMIP
2010,Historical,pop,22154687,ISIMIP
2011,ssp1,pop,22538002,ISIMIP
2012,ssp1,pop,22903951,ISIMIP
2013,ssp1,pop,23254912,ISIMIP
2014,ssp1,pop,23596426,ISIMIP
2015,ssp1,pop,23932499,ISIMIP
2016,ssp1,pop,24262710,ISIMIP
2017,ssp1,pop,24584619,ISIMIP
2018,ssp1,pop,24898153,ISIMIP
2019,ssp1,pop,25203200,ISIMIP
2020,ssp1,pop,25499881,ISIMIP
2021,ssp1,pop,25788217,ISIMIP
2022,ssp1,pop,25964981.78,ISIMIP
2023,ssp1,pop,26141746.56,ISIMIP
2024,ssp1,pop,26318511.33,ISIMIP
2025,ssp1,pop,26495276.11,ISIMIP
2026,ssp1,pop,26651740.89,ISIMIP
2027,ssp1,pop,26808205.67,ISIMIP
2028,ssp1,pop,26964670.44,ISIMIP
2029,ssp1,pop,27121135.22,ISIMIP
2030,ssp1,pop,27277600,ISIMIP
2031,ssp1,pop,27473200,ISIMIP
2032,ssp1,pop,27668800,ISIMIP
2033,ssp1,pop,27864400,ISIMIP
2034,ssp1,pop,28060000,ISIMIP
2035,ssp1,pop,28255600,ISIMIP
2036,ssp1,pop,28438600,ISIMIP
2037,ssp1,pop,28621600,ISIMIP
2038,ssp1,pop,28804600,ISIMIP
2039,ssp1,pop,28987600,ISIMIP
2040,ssp1,pop,29170600,ISIMIP
2041,ssp1,pop,29345320,ISIMIP
2042,ssp1,pop,29520040,ISIMIP
2043,ssp1,pop,29694760,ISIMIP
2044,ssp1,pop,29869480,ISIMIP
2045,ssp1,pop,30044200,ISIMIP
2046,ssp1,pop,30210460,ISIMIP
2047,ssp1,pop,30376720,ISIMIP
2048,ssp1,pop,30542980,ISIMIP
2049,ssp1,pop,30709240,ISIMIP
2050,ssp1,pop,30875500,ISIMIP
2051,ssp1,pop,31029580,ISIMIP
2052,ssp1,pop,31183660,ISIMIP
2053,ssp1,pop,31337740,ISIMIP
2054,ssp1,pop,31491820,ISIMIP
2055,ssp1,pop,31645900,ISIMIP
2056,ssp1,pop,31785360,ISIMIP
2057,ssp1,pop,31924820,ISIMIP
2058,ssp1,pop,32064280,ISIMIP
2059,ssp1,pop,32203740,ISIMIP
2060,ssp1,pop,32343200,ISIMIP
2061,ssp1,pop,32469200,ISIMIP
2062,ssp1,pop,32595200,ISIMIP
2063,ssp1,pop,32721200,ISIMIP
2064,ssp1,pop,32847200,ISIMIP
2065,ssp1,pop,32973200,ISIMIP
2066,ssp1,pop,33089420,ISIMIP
2067,ssp1,pop,33205640,ISIMIP
2068,ssp1,pop,33321860,ISIMIP
2069,ssp1,pop,33438080,ISIMIP
2070,ssp1,pop,33554300,ISIMIP
2071,ssp1,pop,33661740,ISIMIP
2072,ssp1,pop,33769180,ISIMIP
2073,ssp1,pop,33876620,ISIMIP
2074,ssp1,pop,33984060,ISIMIP
2075,ssp1,pop,34091500,ISIMIP
2076,ssp1,pop,34190100,ISIMIP
2077,ssp1,pop,34288700,ISIMIP
2078,ssp1,pop,34387300,ISIMIP
2079,ssp1,pop,34485900,ISIMIP
2080,ssp1,pop,34584500,ISIMIP
2081,ssp1,pop,34669400,ISIMIP
2082,ssp1,pop,34754300,ISIMIP
2083,ssp1,pop,34839200,ISIMIP
2084,ssp1,pop,34924100,ISIMIP
2085,ssp1,pop,35009000,ISIMIP
2086,ssp1,pop,35070820,ISIMIP
2087,ssp1,pop,35132640,ISIMIP
2088,ssp1,pop,35194460,ISIMIP
2089,ssp1,pop,35256280,ISIMIP
2090,ssp1,pop,35318100,ISIMIP
2091,ssp1,pop,35354140,ISIMIP
2092,ssp1,pop,35390180,ISIMIP
2093,ssp1,pop,35426220,ISIMIP
2094,ssp1,pop,35462260,ISIMIP
2095,ssp1,pop,35498300,ISIMIP
2096,ssp1,pop,35475880,ISIMIP
2097,ssp1,pop,35453460,ISIMIP
2098,ssp1,pop,35431040,ISIMIP
2099,ssp1,pop,35408620,ISIMIP
2100,ssp1,pop,35386200,ISIMIP
2011,ssp5,pop,22538002,ISIMIP
2012,ssp5,pop,22903951,ISIMIP
2013,ssp5,pop,23254912,ISIMIP
2014,ssp5,pop,23596426,ISIMIP
2015,ssp5,pop,23932499,ISIMIP
2016,ssp5,pop,24262710,ISIMIP
2017,ssp5,pop,24584619,ISIMIP
2018,ssp5,pop,24898153,ISIMIP
2019,ssp5,pop,25203200,ISIMIP
2020,ssp5,pop,25499881,ISIMIP
2021,ssp5,pop,25788217,ISIMIP
2022,ssp5,pop,26068215.11,ISIMIP
2023,ssp5,pop,26348213.22,ISIMIP
2024,ssp5,pop,26628211.33,ISIMIP
2025,ssp5,pop,26908209.44,ISIMIP
2026,ssp5,pop,27221507.56,ISIMIP
2027,ssp5,pop,27534805.67,ISIMIP
2028,ssp5,pop,27848103.78,ISIMIP
2029,ssp5,pop,28161401.89,ISIMIP
2030,ssp5,pop,28474700,ISIMIP
2031,ssp5,pop,28810860,ISIMIP
2032,ssp5,pop,29147020,ISIMIP
2033,ssp5,pop,29483180,ISIMIP
2034,ssp5,pop,29819340,ISIMIP
2035,ssp5,pop,30155500,ISIMIP
2036,ssp5,pop,30484760,ISIMIP
2037,ssp5,pop,30814020,ISIMIP
2038,ssp5,pop,31143280,ISIMIP
2039,ssp5,pop,31472540,ISIMIP
2040,ssp5,pop,31801800,ISIMIP
2041,ssp5,pop,32125860,ISIMIP
2042,ssp5,pop,32449920,ISIMIP
2043,ssp5,pop,32773980,ISIMIP
2044,ssp5,pop,33098040,ISIMIP
2045,ssp5,pop,33422100,ISIMIP
2046,ssp5,pop,33738820,ISIMIP
2047,ssp5,pop,34055540,ISIMIP
2048,ssp5,pop,34372260,ISIMIP
2049,ssp5,pop,34688980,ISIMIP
2050,ssp5,pop,35005700,ISIMIP
2051,ssp5,pop,35310500,ISIMIP
2052,ssp5,pop,35615300,ISIMIP
2053,ssp5,pop,35920100,ISIMIP
2054,ssp5,pop,36224900,ISIMIP
2055,ssp5,pop,36529700,ISIMIP
2056,ssp5,pop,36819080,ISIMIP
2057,ssp5,pop,37108460,ISIMIP
2058,ssp5,pop,37397840,ISIMIP
2059,ssp5,pop,37687220,ISIMIP
2060,ssp5,pop,37976600,ISIMIP
2061,ssp5,pop,38250460,ISIMIP
2062,ssp5,pop,38524320,ISIMIP
2063,ssp5,pop,38798180,ISIMIP
2064,ssp5,pop,39072040,ISIMIP
2065,ssp5,pop,39345900,ISIMIP
2066,ssp5,pop,39606340,ISIMIP
2067,ssp5,pop,39866780,ISIMIP
2068,ssp5,pop,40127220,ISIMIP
2069,ssp5,pop,40387660,ISIMIP
2070,ssp5,pop,40648100,ISIMIP
2071,ssp5,pop,40894220,ISIMIP
2072,ssp5,pop,41140340,ISIMIP
2073,ssp5,pop,41386460,ISIMIP
2074,ssp5,pop,41632580,ISIMIP
2075,ssp5,pop,41878700,ISIMIP
2076,ssp5,pop,42108160,ISIMIP
2077,ssp5,pop,42337620,ISIMIP
2078,ssp5,pop,42567080,ISIMIP
2079,ssp5,pop,42796540,ISIMIP
2080,ssp5,pop,43026000,ISIMIP
2081,ssp5,pop,43232480,ISIMIP
2082,ssp5,pop,43438960,ISIMIP
2083,ssp5,pop,43645440,ISIMIP
2084,ssp5,pop,43851920,ISIMIP
2085,ssp5,pop,44058400,ISIMIP
2086,ssp5,pop,44230280,ISIMIP
2087,ssp5,pop,44402160,ISIMIP
2088,ssp5,pop,44574040,ISIMIP
2089,ssp5,pop,44745920,ISIMIP
2090,ssp5,pop,44917800,ISIMIP
2091,ssp5,pop,45050740,ISIMIP
2092,ssp5,pop,45183680,ISIMIP
2093,ssp5,pop,45316620,ISIMIP
2094,ssp5,pop,45449560,ISIMIP
2095,ssp5,pop,45582500,ISIMIP
2096,ssp5,pop,45636780,ISIMIP
2097,ssp5,pop,45691060,ISIMIP
2098,ssp5,pop,45745340,ISIMIP
2099,ssp5,pop,45799620,ISIMIP
2100,ssp5,pop,45853900,ISIMIP
1961,Historical,gdp,1.44e+11,ISIMIP
1962,Historical,gdp,1.49e+11,ISIMIP
1963,Historical,gdp,1.57e+11,ISIMIP
1964,Historical,gdp,1.65e+11,ISIMIP
1965,Historical,gdp,1.72e+11,ISIMIP
1966,Historical,gdp,1.79e+11,ISIMIP
1967,Historical,gdp,1.89e+11,ISIMIP
1968,Historical,gdp,2e+11,ISIMIP
1969,Historical,gdp,2.13e+11,ISIMIP
1970,Historical,gdp,2.24e+11,ISIMIP
1971,Historical,gdp,2.31e+11,ISIMIP
1972,Historical,gdp,2.39e+11,ISIMIP
1973,Historical,gdp,2.47e+11,ISIMIP
1974,Historical,gdp,2.5e+11,ISIMIP
1975,Historical,gdp,2.55e+11,ISIMIP
1976,Historical,gdp,2.63e+11,ISIMIP
1977,Historical,gdp,2.69e+11,ISIMIP
1978,Historical,gdp,2.76e+11,ISIMIP
1979,Historical,gdp,2.86e+11,ISIMIP
1980,Historical,gdp,2.94e+11,ISIMIP
1981,Historical,gdp,3.04e+11,ISIMIP
1982,Historical,gdp,3.06e+11,ISIMIP
1983,Historical,gdp,3.1e+11,ISIMIP
1984,Historical,gdp,3.26e+11,ISIMIP
1985,Historical,gdp,3.4e+11,ISIMIP
1986,Historical,gdp,3.5e+11,ISIMIP
1987,Historical,gdp,3.67e+11,ISIMIP
1988,Historical,gdp,3.84e+11,ISIMIP
1989,Historical,gdp,3.99e+11,ISIMIP
1990,Historical,gdp,4.06e+11,ISIMIP
1991,Historical,gdp,4.05e+11,ISIMIP
1992,Historical,gdp,4.07e+11,ISIMIP
1993,Historical,gdp,4.24e+11,ISIMIP
1994,Historical,gdp,4.41e+11,ISIMIP
1995,Historical,gdp,4.57e+11,ISIMIP
1996,Historical,gdp,4.74e+11,ISIMIP
1997,Historical,gdp,4.93e+11,ISIMIP
1998,Historical,gdp,5.15e+11,ISIMIP
1999,Historical,gdp,5.41e+11,ISIMIP
2000,Historical,gdp,5.62e+11,ISIMIP
2001,Historical,gdp,5.71e+11,ISIMIP
2002,Historical,gdp,5.93e+11,ISIMIP
2003,Historical,gdp,6.1e+11,ISIMIP
2004,Historical,gdp,6.36e+11,ISIMIP
2005,Historical,gdp,6.57e+11,ISIMIP
2006,Historical,gdp,6.77e+11,ISIMIP
2007,Historical,gdp,7.12e+11,ISIMIP
2008,Historical,gdp,7.38e+11,ISIMIP
2009,Historical,gdp,7.51e+11,ISIMIP
2010,Historical,gdp,7.69e+11,ISIMIP
2011,ssp1,gdp,7.91e+11,ISIMIP
2012,ssp1,gdp,8.21e+11,ISIMIP
2013,ssp1,gdp,8.4e+11,ISIMIP
2014,ssp1,gdp,8.61e+11,ISIMIP
2015,ssp1,gdp,8.8e+11,ISIMIP
2016,ssp1,gdp,9.02e+11,ISIMIP
2017,ssp1,gdp,9.2e+11,ISIMIP
2018,ssp1,gdp,9.44e+11,ISIMIP
2019,ssp1,gdp,9.62e+11,ISIMIP
2020,ssp1,gdp,9.82e+11,ISIMIP
2021,ssp1,gdp,1e+12,ISIMIP
2022,ssp1,gdp,1.03e+12,ISIMIP
2023,ssp1,gdp,1.06e+12,ISIMIP
2024,ssp1,gdp,1.08e+12,ISIMIP
2025,ssp1,gdp,1.11e+12,ISIMIP
2026,ssp1,gdp,1.14e+12,ISIMIP
2027,ssp1,gdp,1.17e+12,ISIMIP
2028,ssp1,gdp,1.2e+12,ISIMIP
2029,ssp1,gdp,1.22e+12,ISIMIP
2030,ssp1,gdp,1.25e+12,ISIMIP
2031,ssp1,gdp,1.29e+12,ISIMIP
2032,ssp1,gdp,1.32e+12,ISIMIP
2033,ssp1,gdp,1.35e+12,ISIMIP
2034,ssp1,gdp,1.39e+12,ISIMIP
2035,ssp1,gdp,1.42e+12,ISIMIP
2036,ssp1,gdp,1.46e+12,ISIMIP
2037,ssp1,gdp,1.49e+12,ISIMIP
2038,ssp1,gdp,1.53e+12,ISIMIP
2039,ssp1,gdp,1.57e+12,ISIMIP
2040,ssp1,gdp,1.6e+12,ISIMIP
2041,ssp1,gdp,1.64e+12,ISIMIP
2042,ssp1,gdp,1.68e+12,ISIMIP
2043,ssp1,gdp,1.71e+12,ISIMIP
2044,ssp1,gdp,1.75e+12,ISIMIP
2045,ssp1,gdp,1.79e+12,ISIMIP
2046,ssp1,gdp,1.82e+12,ISIMIP
2047,ssp1,gdp,1.86e+12,ISIMIP
2048,ssp1,gdp,1.9e+12,ISIMIP
2049,ssp1,gdp,1.93e+12,ISIMIP
2050,ssp1,gdp,1.97e+12,ISIMIP
2051,ssp1,gdp,2e+12,ISIMIP
2052,ssp1,gdp,2.04e+12,ISIMIP
2053,ssp1,gdp,2.07e+12,ISIMIP
2054,ssp1,gdp,2.11e+12,ISIMIP
2055,ssp1,gdp,2.15e+12,ISIMIP
2056,ssp1,gdp,2.18e+12,ISIMIP
2057,ssp1,gdp,2.22e+12,ISIMIP
2058,ssp1,gdp,2.26e+12,ISIMIP
2059,ssp1,gdp,2.3e+12,ISIMIP
2060,ssp1,gdp,2.34e+12,ISIMIP
2061,ssp1,gdp,2.38e+12,ISIMIP
2062,ssp1,gdp,2.42e+12,ISIMIP
2063,ssp1,gdp,2.46e+12,ISIMIP
2064,ssp1,gdp,2.5e+12,ISIMIP
2065,ssp1,gdp,2.55e+12,ISIMIP
2066,ssp1,gdp,2.59e+12,ISIMIP
2067,ssp1,gdp,2.63e+12,ISIMIP
2068,ssp1,gdp,2.68e+12,ISIMIP
2069,ssp1,gdp,2.72e+12,ISIMIP
2070,ssp1,gdp,2.76e+12,ISIMIP
2071,ssp1,gdp,2.81e+12,ISIMIP
2072,ssp1,gdp,2.85e+12,ISIMIP
2073,ssp1,gdp,2.9e+12,ISIMIP
2074,ssp1,gdp,2.94e+12,ISIMIP
2075,ssp1,gdp,2.99e+12,ISIMIP
2076,ssp1,gdp,3.03e+12,ISIMIP
2077,ssp1,gdp,3.08e+12,ISIMIP
2078,ssp1,gdp,3.13e+12,ISIMIP
2079,ssp1,gdp,3.17e+12,ISIMIP
2080,ssp1,gdp,3.22e+12,ISIMIP
2081,ssp1,gdp,3.27e+12,ISIMIP
2082,ssp1,gdp,3.31e+12,ISIMIP
2083,ssp1,gdp,3.36e+12,ISIMIP
2084,ssp1,gdp,3.41e+12,ISIMIP
2085,ssp1,gdp,3.46e+12,ISIMIP
2086,ssp1,gdp,3.51e+12,ISIMIP
2087,ssp1,gdp,3.55e+12,ISIMIP
2088,ssp1,gdp,3.6e+12,ISIMIP
2089,ssp1,gdp,3.65e+12,ISIMIP
2090,ssp1,gdp,3.7e+12,ISIMIP
2091,ssp1,gdp,3.75e+12,ISIMIP
2092,ssp1,gdp,3.8e+12,ISIMIP
2093,ssp1,gdp,3.85e+12,ISIMIP
2094,ssp1,gdp,3.9e+12,ISIMIP
2095,ssp1,gdp,3.95e+12,ISIMIP
2096,ssp1,gdp,4e+12,ISIMIP
2097,ssp1,gdp,4.04e+12,ISIMIP
2098,ssp1,gdp,4.09e+12,ISIMIP
2099,ssp1,gdp,4.14e+12,ISIMIP
2100,ssp1,gdp,4.18e+12,ISIMIP
2011,ssp5,gdp,7.91e+11,ISIMIP
2012,ssp5,gdp,8.21e+11,ISIMIP
2013,ssp5,gdp,8.4e+11,ISIMIP
2014,ssp5,gdp,8.61e+11,ISIMIP
2015,ssp5,gdp,8.8e+11,ISIMIP
2016,ssp5,gdp,9.02e+11,ISIMIP
2017,ssp5,gdp,9.2e+11,ISIMIP
2018,ssp5,gdp,9.44e+11,ISIMIP
2019,ssp5,gdp,9.62e+11,ISIMIP
2020,ssp5,gdp,9.82e+11,ISIMIP
2021,ssp5,gdp,1e+12,ISIMIP
2022,ssp5,gdp,1.03e+12,ISIMIP
2023,ssp5,gdp,1.07e+12,ISIMIP
2024,ssp5,gdp,1.1e+12,ISIMIP
2025,ssp5,gdp,1.13e+12,ISIMIP
2026,ssp5,gdp,1.17e+12,ISIMIP
2027,ssp5,gdp,1.21e+12,ISIMIP
2028,ssp5,gdp,1.25e+12,ISIMIP
2029,ssp5,gdp,1.29e+12,ISIMIP
2030,ssp5,gdp,1.33e+12,ISIMIP
2031,ssp5,gdp,1.39e+12,ISIMIP
2032,ssp5,gdp,1.44e+12,ISIMIP
2033,ssp5,gdp,1.49e+12,ISIMIP
2034,ssp5,gdp,1.55e+12,ISIMIP
2035,ssp5,gdp,1.6e+12,ISIMIP
2036,ssp5,gdp,1.66e+12,ISIMIP
2037,ssp5,gdp,1.72e+12,ISIMIP
2038,ssp5,gdp,1.78e+12,ISIMIP
2039,ssp5,gdp,1.84e+12,ISIMIP
2040,ssp5,gdp,1.9e+12,ISIMIP
2041,ssp5,gdp,1.97e+12,ISIMIP
2042,ssp5,gdp,2.03e+12,ISIMIP
2043,ssp5,gdp,2.1e+12,ISIMIP
2044,ssp5,gdp,2.16e+12,ISIMIP
2045,ssp5,gdp,2.23e+12,ISIMIP
2046,ssp5,gdp,2.3e+12,ISIMIP
2047,ssp5,gdp,2.36e+12,ISIMIP
2048,ssp5,gdp,2.43e+12,ISIMIP
2049,ssp5,gdp,2.5e+12,ISIMIP
2050,ssp5,gdp,2.57e+12,ISIMIP
2051,ssp5,gdp,2.64e+12,ISIMIP
2052,ssp5,gdp,2.71e+12,ISIMIP
2053,ssp5,gdp,2.79e+12,ISIMIP
2054,ssp5,gdp,2.86e+12,ISIMIP
2055,ssp5,gdp,2.93e+12,ISIMIP
2056,ssp5,gdp,3.01e+12,ISIMIP
2057,ssp5,gdp,3.1e+12,ISIMIP
2058,ssp5,gdp,3.18e+12,ISIMIP
2059,ssp5,gdp,3.26e+12,ISIMIP
2060,ssp5,gdp,3.34e+12,ISIMIP
2061,ssp5,gdp,3.43e+12,ISIMIP
2062,ssp5,gdp,3.53e+12,ISIMIP
2063,ssp5,gdp,3.62e+12,ISIMIP
2064,ssp5,gdp,3.71e+12,ISIMIP
2065,ssp5,gdp,3.8e+12,ISIMIP
2066,ssp5,gdp,3.91e+12,ISIMIP
2067,ssp5,gdp,4.01e+12,ISIMIP
2068,ssp5,gdp,4.12e+12,ISIMIP
2069,ssp5,gdp,4.22e+12,ISIMIP
2070,ssp5,gdp,4.33e+12,ISIMIP
2071,ssp5,gdp,4.44e+12,ISIMIP
2072,ssp5,gdp,4.56e+12,ISIMIP
2073,ssp5,gdp,4.67e+12,ISIMIP
2074,ssp5,gdp,4.78e+12,ISIMIP
2075,ssp5,gdp,4.9e+12,ISIMIP
2076,ssp5,gdp,5.02e+12,ISIMIP
2077,ssp5,gdp,5.15e+12,ISIMIP
2078,ssp5,gdp,5.27e+12,ISIMIP
2079,ssp5,gdp,5.39e+12,ISIMIP
2080,ssp5,gdp,5.52e+12,ISIMIP
2081,ssp5,gdp,5.65e+12,ISIMIP
2082,ssp5,gdp,5.78e+12,ISIMIP
2083,ssp5,gdp,5.92e+12,ISIMIP
2084,ssp5,gdp,6.05e+12,ISIMIP
2085,ssp5,gdp,6.18e+12,ISIMIP
2086,ssp5,gdp,6.32e+12,ISIMIP
2087,ssp5,gdp,6.47e+12,ISIMIP
2088,ssp5,gdp,6.61e+12,ISIMIP
2089,ssp5,gdp,6.75e+12,ISIMIP
2090,ssp5,gdp,6.9e+12,ISIMIP
2091,ssp5,gdp,7.05e+12,ISIMIP
2092,ssp5,gdp,7.2e+12,ISIMIP
2093,ssp5,gdp,7.35e+12,ISIMIP
2094,ssp5,gdp,7.5e+12,ISIMIP
2095,ssp5,gdp,7.66e+12,ISIMIP
2096,ssp5,gdp,7.81e+12,ISIMIP
2097,ssp5,gdp,7.97e+12,ISIMIP
2098,ssp5,gdp,8.12e+12,ISIMIP
2099,ssp5,gdp,8.28e+12,ISIMIP
2100,ssp5,gdp,8.43e+12,ISIMIP
1961,Historical,effort,4289169.51581644,Rousseau_et_al_2023
1962,Historical,effort,2704669.69031496,Rousseau_et_al_2023
1963,Historical,effort,3242137.28351809,Rousseau_et_al_2023
1964,Historical,effort,3945084.81271463,Rousseau_et_al_2023
1965,Historical,effort,3830655.71102249,Rousseau_et_al_2023
1966,Historical,effort,3788513.49171743,Rousseau_et_al_2023
1967,Historical,effort,4103933.12483523,Rousseau_et_al_2023
1968,Historical,effort,3098666.91508918,Rousseau_et_al_2023
1969,Historical,effort,3879610.38084921,Rousseau_et_al_2023
1970,Historical,effort,4747316.62755202,Rousseau_et_al_2023
1971,Historical,effort,4110464.2924622,Rousseau_et_al_2023
1972,Historical,effort,4764314.20439091,Rousseau_et_al_2023
1973,Historical,effort,11258260.3510251,Rousseau_et_al_2023
1974,Historical,effort,9816710.19597659,Rousseau_et_al_2023
1975,Historical,effort,12554855.0056825,Rousseau_et_al_2023
1976,Historical,effort,14610648.5977279,Rousseau_et_al_2023
1977,Historical,effort,11088842.6466042,Rousseau_et_al_2023
1978,Historical,effort,9340803.38244021,Rousseau_et_al_2023
1979,Historical,effort,8402264.4084772,Rousseau_et_al_2023
1980,Historical,effort,13909145.6724855,Rousseau_et_al_2023
1981,Historical,effort,13474302.6422897,Rousseau_et_al_2023
1982,Historical,effort,7564850.0283524,Rousseau_et_al_2023
1983,Historical,effort,8834980.16431257,Rousseau_et_al_2023
1984,Historical,effort,10042413.8988066,Rousseau_et_al_2023
1985,Historical,effort,10792340.7309848,Rousseau_et_al_2023
1986,Historical,effort,14237505.6669249,Rousseau_et_al_2023
1987,Historical,effort,13604169.3592528,Rousseau_et_al_2023
1988,Historical,effort,15830480.1460739,Rousseau_et_al_2023
1989,Historical,effort,12244959.2849056,Rousseau_et_al_2023
1990,Historical,effort,12167609.2348773,Rousseau_et_al_2023
1991,Historical,effort,12253200.3498955,Rousseau_et_al_2023
1992,Historical,effort,14116658.0783702,Rousseau_et_al_2023
1993,Historical,effort,15129507.8276441,Rousseau_et_al_2023
1994,Historical,effort,15415492.170328,Rousseau_et_al_2023
1995,Historical,effort,16608094.854487,Rousseau_et_al_2023
1996,Historical,effort,15458400.3183537,Rousseau_et_al_2023
1997,Historical,effort,14573924.4820829,Rousseau_et_al_2023
1998,Historical,effort,19358215.5191211,Rousseau_et_al_2023
1999,Historical,effort,12124817.0053735,Rousseau_et_al_2023
2000,Historical,effort,15346161.9861802,Rousseau_et_al_2023
2001,Historical,effort,12572474.572531,Rousseau_et_al_2023
2002,Historical,effort,20712864.8679078,Rousseau_et_al_2023
2003,Historical,effort,17390247.0708068,Rousseau_et_al_2023
2004,Historical,effort,12667520.3709054,Rousseau_et_al_2023
2005,Historical,effort,12321731.3438221,Rousseau_et_al_2023
2006,Historical,effort,11574941.1380287,Rousseau_et_al_2023
2007,Historical,effort,12108341.4866954,Rousseau_et_al_2023
2008,Historical,effort,10177078.6663007,Rousseau_et_al_2023
2009,Historical,effort,14441056.5213632,Rousseau_et_al_2023
2010,Historical,effort,9310440.18843127,Rousseau_et_al_2023
2011,ssp1,effort,,Rousseau_et_al_2023
2012,ssp1,effort,,Rousseau_et_al_2023
2013,ssp1,effort,,Rousseau_et_al_2023
2014,ssp1,effort,,Rousseau_et_al_2023
2015,ssp1,effort,,Rousseau_et_al_2023
2016,ssp1,effort,,Rousseau_et_al_2023
2017,ssp1,effort,,Rousseau_et_al_2023
2018,ssp1,effort,,Rousseau_et_al_2023
2019,ssp1,effort,,Rousseau_et_al_2023
2020,ssp1,effort,,Rousseau_et_al_2023
2021,ssp1,effort,,Rousseau_et_al_2023
2022,ssp1,effort,,Rousseau_et_al_2023
2023,ssp1,effort,,Rousseau_et_al_2023
2024,ssp1,effort,,Rousseau_et_al_2023
2025,ssp1,effort,,Rousseau_et_al_2023
2026,ssp1,effort,,Rousseau_et_al_2023
2027,ssp1,effort,,Rousseau_et_al_2023
2028,ssp1,effort,,Rousseau_et_al_2023
2029,ssp1,effort,,Rousseau_et_al_2023
2030,ssp1,effort,,Rousseau_et_al_2023
2031,ssp1,effort,,Rousseau_et_al_2023
2032,ssp1,effort,,Rousseau_et_al_2023
2033,ssp1,effort,,Rousseau_et_al_2023
2034,ssp1,effort,,Rousseau_et_al_2023
2035,ssp1,effort,,Rousseau_et_al_2023
2036,ssp1,effort,,Rousseau_et_al_2023
2037,ssp1,effort,,Rousseau_et_al_2023
2038,ssp1,effort,,Rousseau_et_al_2023
2039,ssp1,effort,,Rousseau_et_al_2023
2040,ssp1,effort,,Rousseau_et_al_2023
2041,ssp1,effort,,Rousseau_et_al_2023
2042,ssp1,effort,,Rousseau_et_al_2023
2043,ssp1,effort,,Rousseau_et_al_2023
2044,ssp1,effort,,Rousseau_et_al_2023
2045,ssp1,effort,,Rousseau_et_al_2023
2046,ssp1,effort,,Rousseau_et_al_2023
2047,ssp1,effort,,Rousseau_et_al_2023
2048,ssp1,effort,,Rousseau_et_al_2023
2049,ssp1,effort,,Rousseau_et_al_2023
2050,ssp1,effort,,Rousseau_et_al_2023
2051,ssp1,effort,,Rousseau_et_al_2023
2052,ssp1,effort,,Rousseau_et_al_2023
2053,ssp1,effort,,Rousseau_et_al_2023
2054,ssp1,effort,,Rousseau_et_al_2023
2055,ssp1,effort,,Rousseau_et_al_2023
2056,ssp1,effort,,Rousseau_et_al_2023
2057,ssp1,effort,,Rousseau_et_al_2023
2058,ssp1,effort,,Rousseau_et_al_2023
2059,ssp1,effort,,Rousseau_et_al_2023
2060,ssp1,effort,,Rousseau_et_al_2023
2061,ssp1,effort,,Rousseau_et_al_2023
2062,ssp1,effort,,Rousseau_et_al_2023
2063,ssp1,effort,,Rousseau_et_al_2023
2064,ssp1,effort,,Rousseau_et_al_2023
2065,ssp1,effort,,Rousseau_et_al_2023
2066,ssp1,effort,,Rousseau_et_al_2023
2067,ssp1,effort,,Rousseau_et_al_2023
2068,ssp1,effort,,Rousseau_et_al_2023
2069,ssp1,effort,,Rousseau_et_al_2023
